,RandomForest,Artificial Neural Network,Decision Tree,Logistic Regression,Support Vector Machine,Naive Bayes,XG-boost,K-nearest-neighbor
remove_outliers_iqr + features_selection_extratrees + oversampling_smote_borderline,0.8224155578300921,0.8379772961816305,0.6991150442477876,0.8704008786381109,0.7625418060200669,0.6847775175644029,0.8642172523961661,0.8857323232323232
remove_outliers_iqr + features_selection_mutual_information + oversampling_none,0.8524672708962739,0.8598958333333333,0.71875,0.8730242360379347,0.6862363919129082,0.9093851132686084,0.7937616387337058,0.7097165991902834
remove_outliers_iqr + features_selection_mutual_information + oversampling_smote,0.8262668045501551,0.8817910447761194,0.7099712368168744,0.8893466745144203,0.886986301369863,0.9022711631108052,0.8619178082191781,0.881875
remove_outliers_iqr + features_selection_mutual_information + oversampling_svm_smote,0.8718783930510315,0.8732551647124511,0.7349687349687349,0.8975552968568102,0.8794642857142857,0.8758017492711371,0.8809657495788883,0.8349106203995794
remove_outliers_iqr + features_selection_mutual_information + oversampling_adasyn,0.8291302110138961,0.8427672955974843,0.7188109161793372,0.8959711365003007,0.7299237326155227,0.8886123210952085,0.8698481561822126,0.8638247483718177
remove_outliers_iqr + features_selection_mutual_information + oversampling_smote_borderline,0.7361664453297919,0.8926716676283901,0.6983002832861189,0.8987341772151899,0.9072762395363811,0.7727036844836533,0.8673854447439353,0.8842710997442456
remove_outliers_iqr + features_selection_rfe + oversampling_none,0.8536831483350151,0.8519099947671376,0.7023108291798822,0.8707264957264957,0.6084710743801653,0.8989145183175034,0.8376494023904383,
remove_outliers_iqr + features_selection_rfe + oversampling_smote,0.8246231155778895,0.8830341632889404,0.7246039142590867,0.8917010005885815,0.8467874794069192,0.7554430379746836,0.8369341563786008,
remove_outliers_iqr + features_selection_rfe + oversampling_svm_smote,0.8638961038961039,0.8650666666666667,0.7059086839749329,0.884828349944629,0.8011840157868771,0.722011385199241,0.8627553693033002,
remove_outliers_iqr + features_selection_rfe + oversampling_adasyn,0.8068796068796069,0.8817139408569704,0.7315081652257445,0.8841978287092883,0.856341189674523,0.8215102974828375,0.8461939520333681,
remove_outliers_iqr + features_selection_rfe + oversampling_smote_borderline,0.8282115869017632,0.8725055432372506,0.6993288590604027,0.8865570051049347,0.8297644539614561,0.6713906111603188,0.8609794628751974,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_none,0.8410104011887073,0.7566964285714286,0.7014046216583598,0.8735262593783494,0.6084710743801653,0.8938694792353329,0.8350617283950618,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_smote,0.7581967213114754,0.8933588761174968,0.7007168458781362,0.8870874348581355,0.8390374331550802,0.6898792943361188,0.8635156664896442,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_svm_smote,0.8145631067961165,0.8034102306920762,0.6956144159791576,0.8929784824462061,0.7888015717092338,0.6938592559390407,0.855601233299075,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_adasyn,0.7760296159185562,0.8901292596944771,0.7953438007579859,0.8822505800464037,0.8294243070362474,0.7452878247580235,0.850895679662803,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_smote_borderline,0.7822429906542057,0.8771635957565606,0.7855270057682223,0.8960964408725602,0.839265850945495,0.6823788546255507,0.852987012987013,
remove_outliers_lof + features_selection_none + oversampling_none,0.8860294117647058,0.8854881266490765,0.8685808945334069,0.8974087784241143,0.8296514482081493,0.8347153123272526,0.8850817079599368,
remove_outliers_lof + features_selection_none + oversampling_smote,0.8990775908844275,0.9058093626621545,0.8514254385964912,0.9029810298102982,0.8802624384909786,0.8387270765911543,0.8865435356200527,
remove_outliers_lof + features_selection_none + oversampling_svm_smote,0.9020787746170679,0.9031531531531531,0.8749262536873156,0.9089906232763376,0.8814691151919867,0.8378076062639821,0.8952483801295896,
remove_outliers_lof + features_selection_none + oversampling_adasyn,0.9044726670347875,0.8991596638655462,0.8723776223776224,0.9071938495332235,0.8924122310305775,0.8413597733711048,0.8912694161756829,
remove_outliers_lof + features_selection_none + oversampling_smote_borderline,0.9027237354085603,0.898463227222832,0.8670553935860058,0.9081465281574631,0.8929784824462061,0.8433205057724025,0.8902702702702703,
remove_outliers_lof + features_selection_extratrees + oversampling_none,0.8784355179704016,0.8697001034126164,0.8714524207011686,0.8625836335563561,0.853744939271255,0.8289738430583501,0.8760775862068966,0.8547400611620795
remove_outliers_lof + features_selection_extratrees + oversampling_smote,0.8798511430090378,0.8844275637547477,0.8654383026242323,0.8791621911922664,0.8734780307040763,0.8345070422535211,0.8801969365426696,0.8689320388349514
remove_outliers_lof + features_selection_extratrees + oversampling_svm_smote,0.8846572361262242,0.8872017353579176,0.8678511937812327,0.8854166666666666,0.8789041095890411,0.8342682304946456,0.8826110806363138,0.8761746821448314
remove_outliers_lof + features_selection_extratrees + oversampling_adasyn,0.892369020501139,0.9017241379310345,0.877906976744186,0.8883388338833883,0.8832599118942731,0.8373035985808414,0.8867816091954023,0.8852459016393442
remove_outliers_lof + features_selection_extratrees + oversampling_smote_borderline,0.893581081081081,0.9068801897983393,0.8791208791208791,0.8834254143646408,0.8907322654462243,0.8331627430910952,0.8880135059088351,0.884032634032634
remove_outliers_lof + features_selection_mutual_information + oversampling_none,0.8835002635740643,0.8865174388339406,0.8728620296465223,0.8880208333333334,0.8669772256728778,0.8272408612919379,0.8817941952506596,0.8324189526184539
remove_outliers_lof + features_selection_mutual_information + oversampling_smote,0.8922829581993569,0.8936170212765957,0.879045996592845,0.9002145922746781,0.8875611080934275,0.8276892430278885,0.8924731182795699,0.8708264915161467
remove_outliers_lof + features_selection_mutual_information + oversampling_svm_smote,0.8903436988543372,0.9025352112676056,0.8727057430432208,0.9064460924130062,0.8916064480266815,0.8303303303303303,0.8915531335149863,0.8711256117455138
remove_outliers_lof + features_selection_mutual_information + oversampling_adasyn,0.8955223880597015,0.8938486663037561,0.8878449794480329,0.9108796296296297,0.8982275586049171,0.838165524512388,0.8918032786885246,0.8837209302325582
remove_outliers_lof + features_selection_mutual_information + oversampling_smote_borderline,0.895085588072888,0.8992290748898678,0.883030303030303,0.9105263157894737,0.899941141848146,0.8397231096911608,0.8935466078323221,0.8804410911201392
remove_outliers_lof + features_selection_rfe + oversampling_none,0.889776357827476,0.89022477783586,0.8736604624929498,0.8963157894736842,0.8529262086513995,0.838810641627543,0.881827731092437,
remove_outliers_lof + features_selection_rfe + oversampling_smote,0.8920940170940171,0.8954666666666666,0.8703917050691244,0.9022957821676455,0.8779291553133515,0.8417008196721312,0.8893008474576272,
remove_outliers_lof + features_selection_rfe + oversampling_svm_smote,0.8986522911051213,0.893516078017923,0.8732629238465814,0.912300055157198,0.8835920177383592,0.8413361169102297,0.890139335476956,
remove_outliers_lof + features_selection_rfe + oversampling_adasyn,0.9035087719298246,0.9013477088948787,0.8764845605700713,0.9157836029001674,0.8997134670487106,0.8435843054082715,0.8914223669923995,
remove_outliers_lof + features_selection_rfe + oversampling_smote_borderline,0.9046052631578947,0.9072847682119205,0.8722543352601156,0.9155629139072847,0.8973034997131383,0.8436671966083731,0.8917025862068966,
remove_outliers_lof + features_selection_variance_threshold + oversampling_none,0.8842714360862703,0.8872939925571505,0.8709677419354839,0.8974087784241143,0.8296514482081493,0.8347153123272526,0.8850817079599368,
remove_outliers_lof + features_selection_variance_threshold + oversampling_smote,0.9008762322015335,0.8912568306010928,0.865990990990991,0.9044759825327511,0.8814207650273224,0.8427089022392136,0.8908413205537806,
remove_outliers_lof + features_selection_variance_threshold + oversampling_svm_smote,0.8995656894679696,0.8991689750692521,0.8795180722891566,0.9126106194690266,0.8861469433538979,0.8442849254555495,0.8914438502673797,
remove_outliers_lof + features_selection_variance_threshold + oversampling_adasyn,0.8997797356828194,0.8956714761376249,0.8692957746478873,0.9066447007138935,0.8869417750141323,0.8427672955974843,0.8929532006455083,
remove_outliers_lof + features_selection_variance_threshold + oversampling_smote_borderline,0.9016483516483517,0.8981937602627258,0.8683173888576252,0.9058247142079477,0.8911060433295325,0.843927355278093,0.887940234791889,
remove_outliers_dbscan + features_selection_none + oversampling_none,,,,,,,0.0,
