,RandomForest,Artificial Neural Network,Decision Tree,Logistic Regression,Support Vector Machine,Naive Bayes,XG-boost,K-nearest-neighbor
remove_outliers_iqr + features_selection_rfe + oversampling_smote_borderline,0.9303904923599321,0.8907753254102999,0.8845500848896435,0.8845500848896435,0.8771929824561403,0.8579513299377476,0.9252971137521222,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_none,0.9609507640067911,0.9592529711375212,0.8760611205432938,0.9224674589700057,1.0,0.767402376910017,0.956989247311828,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_smote,0.9422750424448217,0.7917374080362196,0.8851160158460668,0.8670062252405206,0.8879456706281834,0.8409734012450482,0.9202037351443124,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_svm_smote,0.9496321448783248,0.9066213921901528,0.9066213921901528,0.8924731182795699,0.9088851160158461,0.8760611205432938,0.9422750424448217,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_adasyn,0.9490662139219015,0.8573853989813243,0.8313525749858517,0.8607809847198642,0.8805885681946802,0.8279569892473119,0.9139784946236559,
remove_outliers_iqr + features_selection_variance_threshold + oversampling_smote_borderline,0.9473684210526315,0.88907753254103,0.8477645727221279,0.8834182229767968,0.8539898132427843,0.876627051499717,0.9292586304470855,
remove_outliers_lof + features_selection_none + oversampling_none,0.9547255234861347,0.9496321448783248,0.8902093944538766,0.9603848330503678,0.9564233163554047,0.8545557441992077,0.9501980758347481,
remove_outliers_lof + features_selection_none + oversampling_smote,0.9377475947934352,0.9088851160158461,0.8788907753254103,0.9428409734012451,0.9111488398415394,0.8800226372382569,0.9507640067911715,
remove_outliers_lof + features_selection_none + oversampling_svm_smote,0.9332201471420487,0.9077532541029995,0.8392756083757782,0.9326542161856254,0.8964346349745331,0.8477645727221279,0.9383135257498585,
remove_outliers_lof + features_selection_none + oversampling_adasyn,0.9269949066213922,0.9083191850594228,0.8471986417657046,0.9349179400113187,0.8919071873231466,0.8404074702886248,0.9417091114883984,
remove_outliers_lof + features_selection_none + oversampling_smote_borderline,0.9190718732314658,0.9264289756649688,0.8415393322014714,0.9400113186191285,0.8924731182795699,0.8681380871533673,0.9320882852292021,
remove_outliers_lof + features_selection_extratrees + oversampling_none,0.9405772495755518,0.9518958687040181,0.8862478777589134,0.9485002829654782,0.9547255234861347,0.9326542161856254,0.9202037351443124,0.9490662139219015
remove_outliers_lof + features_selection_extratrees + oversampling_smote,0.9366157328805885,0.9224674589700057,0.8771929824561403,0.9264289756649688,0.933786078098472,0.9388794567062818,0.9105829088851161,0.9117147707979627
remove_outliers_lof + features_selection_extratrees + oversampling_svm_smote,0.9202037351443124,0.9258630447085455,0.8845500848896435,0.9139784946236559,0.9077532541029995,0.9258630447085455,0.9105829088851161,0.8970005659309565
remove_outliers_lof + features_selection_extratrees + oversampling_adasyn,0.8868138087153368,0.8879456706281834,0.8545557441992077,0.9139784946236559,0.9077532541029995,0.9349179400113187,0.8732314657611772,0.8556876061120543
remove_outliers_lof + features_selection_extratrees + oversampling_smote_borderline,0.8981324278438031,0.8653084323712507,0.8602150537634409,0.9049235993208828,0.8811544991511036,0.9213355970571591,0.8930390492359932,0.8585172608941709
remove_outliers_lof + features_selection_mutual_information + oversampling_none,0.9485002829654782,0.9637804187889077,0.8664402942840973,0.9649122807017544,0.9479343520090548,0.9349179400113187,0.9456706281833617,0.944538766270515
remove_outliers_lof + features_selection_mutual_information + oversampling_smote,0.9422750424448217,0.9507640067911715,0.8760611205432938,0.9496321448783248,0.9247311827956989,0.9405772495755518,0.9394453876627051,0.9003961516694963
remove_outliers_lof + features_selection_mutual_information + oversampling_svm_smote,0.9235993208828522,0.9066213921901528,0.8341822297679683,0.8992642897566497,0.9077532541029995,0.9388794567062818,0.9258630447085455,0.9066213921901528
remove_outliers_lof + features_selection_mutual_information + oversampling_adasyn,0.9168081494057725,0.9292586304470855,0.8556876061120543,0.8907753254102999,0.88907753254103,0.8998302207130731,0.9235993208828522,0.8602150537634409
remove_outliers_lof + features_selection_mutual_information + oversampling_smote_borderline,0.9173740803621958,0.9241652518392756,0.8245614035087719,0.8811544991511036,0.8653084323712507,0.8924731182795699,0.9168081494057725,0.8585172608941709
remove_outliers_lof + features_selection_rfe + oversampling_none,0.9456706281833617,0.9637804187889077,0.876627051499717,0.9637804187889077,0.9485002829654782,0.9100169779286927,0.9501980758347481,
remove_outliers_lof + features_selection_rfe + oversampling_smote,0.9451046972269384,0.9501980758347481,0.855121675155631,0.9564233163554047,0.9117147707979627,0.9298245614035088,0.9501980758347481,
remove_outliers_lof + features_selection_rfe + oversampling_svm_smote,0.9434069043576684,0.9592529711375212,0.88907753254103,0.9360498019241652,0.9020939445387662,0.9122807017543859,0.9400113186191285,
remove_outliers_lof + features_selection_rfe + oversampling_adasyn,0.9326542161856254,0.946236559139785,0.8353140916808149,0.9292586304470855,0.8885116015846066,0.9003961516694963,0.9292586304470855,
remove_outliers_lof + features_selection_rfe + oversampling_smote_borderline,0.933786078098472,0.9303904923599321,0.8539898132427843,0.9388794567062818,0.8851160158460668,0.9009620826259196,0.9366157328805885,
remove_outliers_lof + features_selection_variance_threshold + oversampling_none,0.9513299377475948,0.944538766270515,0.8862478777589134,0.9603848330503678,0.9564233163554047,0.8545557441992077,0.9501980758347481,
remove_outliers_lof + features_selection_variance_threshold + oversampling_smote,0.9309564233163554,0.923033389926429,0.8704018109790606,0.9377475947934352,0.9128466327108092,0.8732314657611772,0.9468024900962083,
remove_outliers_lof + features_selection_variance_threshold + oversampling_svm_smote,0.9377475947934352,0.9185059422750425,0.8675721561969439,0.933786078098472,0.8941709111488398,0.8653084323712507,0.9434069043576684,
remove_outliers_lof + features_selection_variance_threshold + oversampling_adasyn,0.9247311827956989,0.9134125636672326,0.8732314657611772,0.9343520090548953,0.8879456706281834,0.8341822297679683,0.9394453876627051,
remove_outliers_lof + features_selection_variance_threshold + oversampling_smote_borderline,0.9286926994906621,0.9286926994906621,0.8732314657611772,0.9417091114883984,0.8845500848896435,0.8415393322014714,0.9417091114883984,
remove_outliers_dbscan + features_selection_none + oversampling_none,,,,,,,0.0,
